IPI ID;UniProt Accession
IPI00449308;Q8NEP7
IPI00450071;Q8WW01
IPI00451422;-
IPI00454602;Q6E0U4
IPI00454856;-
IPI00454879;-
IPI00455173;-
IPI00455253;-
IPI00455390;-
IPI00455395;-
IPI00455440;-
IPI00455450;-
IPI00455469;-
IPI00455479;-
IPI00455547;-
IPI00455633;-
IPI00455949;-
IPI00455972;-
IPI00455997;-
IPI00456125;-
IPI00456355;-
IPI00456492;Q5TZA2
IPI00456628;Q6F5E8
IPI00456642;Q5T447
IPI00456666;-
IPI00456680;Q3BBV2
IPI00456715;Q8N428
IPI00456790;-
IPI00456898;-
IPI00457011;-
IPI00457064;-
IPI00457083;-
IPI00457325;-
IPI00457335;-
IPI00464965;-
IPI00464973;-
IPI00464986;-
IPI00464992;-
IPI00465053;Q7Z3K6
IPI00465099;Q6ZN30
IPI00465100;Q6ZN55
IPI00465179;P08237
IPI00465225;-
IPI00465230;-
IPI00465261;Q6P179
IPI00465263;Q6IEY1
IPI00465273;Q6BDS2
IPI00470375;-
IPI00470388;Q8N3J6
IPI00470464;Q63HK3
IPI00470584;-
IPI00470608;-
IPI00470620;Q8WTU0
IPI00470625;Q9NPD7
IPI00470657;-
IPI00470772;-
IPI00470805;Q14676
IPI00471928;-
IPI00471986;P03989
IPI00472013;P16190
IPI00472088;-
IPI00472098;-
IPI00472103;-
IPI00472119;-
IPI00472176;Q8IZ69
IPI00472222;P30459
IPI00472223;P85298
IPI00472227;-
IPI00472363;A8MQT2
IPI00472379;-
IPI00472399;-
IPI00472544;-
IPI00472551;-
IPI00472582;-
IPI00472584;-
IPI00472592;-
IPI00472616;-
IPI00472778;-
IPI00472789;-
IPI00472825;P10314
IPI00472855;P16188
IPI00472903;P30505
IPI00472921;P30512
IPI00472943;Q31612
IPI00472977;Q86T82
IPI00473001;-
IPI00473011;P02042
IPI00473123;-
IPI00477060;Q7RTP0
IPI00477128;A6NI56
IPI00477183;-
IPI00477279;-
IPI00477298;-
IPI00477309;-
IPI00477329;-
IPI00477417;-
IPI00477474;-
IPI00477479;Q6ZMZ0
IPI00477616;-
IPI00477714;-
IPI00477830;-
IPI00477893;-
IPI00477917;-
IPI00477944;-
IPI00477989;-
IPI00478089;-
IPI00478165;-
IPI00478227;-
IPI00478231;P61586
IPI00478238;-
IPI00478255;Q8TF05
IPI00478414;Q9BU40
IPI00478616;Q96PZ2
IPI00478621;-
IPI00478622;Q9ULJ1
IPI00478665;Q9BTA9
IPI00478692;-
IPI00478767;-
IPI00478816;Q9NQ38
IPI00478908;-
IPI00478943;Q53EZ4
IPI00478948;-
IPI00478974;Q86VF7
IPI00479082;-
IPI00479085;-
IPI00479186;P14618
IPI00479217;Q00839
IPI00479221;-
IPI00479258;-
IPI00479260;Q8NDV3
IPI00479267;-
IPI00479279;A2RUR9
IPI00479296;O94911
IPI00479309;-
IPI00479323;-
IPI00479340;-
IPI00479392;-
IPI00479483;Q9NQB0
IPI00479532;-
IPI00479602;-
IPI00479615;-
IPI00479643;Q9C0H9
IPI00479786;Q92945
IPI00479894;-
IPI00479911;O95352
IPI00479977;-
IPI00479983;-
IPI00480036;Q8IXT2
IPI00480119;-
