IPI ID;UniProt Accession
IPI00739106;-
IPI00739237;-
IPI00739827;P13473
IPI00740191;-
IPI00740545;P0CG38
IPI00741005;Q8IWI9
IPI00741608;-
IPI00741710;-
IPI00741780;-
IPI00742696;-
IPI00742725;-
IPI00743194;-
IPI00743284;Q99707
IPI00743302;-
IPI00743766;Q9UGM5
IPI00743898;-
IPI00743963;-
IPI00744226;-
IPI00744366;-
IPI00744561;-
IPI00744692;P37837
IPI00744706;-
IPI00744811;O75197
IPI00744825;-
IPI00744835;P07602
IPI00745103;-
IPI00745122;-
IPI00745251;Q9NR34
IPI00745300;-
IPI00745313;Q8IUX7
IPI00745363;-
IPI00745660;-
IPI00746177;-
IPI00746388;-
IPI00746623;Q14520
IPI00746666;-
IPI00746681;-
IPI00746963;-
IPI00746987;-
IPI00747142;Q5VTM2
IPI00747420;-
IPI00747494;O43424
IPI00747657;-
IPI00747849;P05026
IPI00748265;-
IPI00748312;P23471
IPI00748682;-
IPI00748890;Q86TE4
IPI00748891;Q8N128
IPI00748955;P07359
IPI00749171;-
IPI00749245;Q8N474
IPI00749328;-
IPI00749440;-
IPI00749514;Q5VV63
IPI00760721;-
IPI00761159;-
IPI00783024;-
IPI00783156;Q13873
IPI00783184;-
IPI00783287;-
IPI00783313;P06737
IPI00783390;O00533
IPI00783393;-
IPI00783399;Q14C87
IPI00783464;Q9P225
IPI00783471;-
IPI00783492;Q8N2S1
IPI00783604;-
IPI00783665;O15230
IPI00783689;-
IPI00783753;-
IPI00783818;-
IPI00783855;-
IPI00783987;P01024
IPI00784044;Q9HCC0
IPI00784119;Q15904
IPI00784154;P10809
IPI00784156;P63010
IPI00784258;Q14766
IPI00784368;P52848
IPI00784430;P04433
IPI00784519;-
IPI00784739;Q6PJG2
IPI00784758;-
IPI00784773;-
IPI00784807;-
IPI00784810;-
IPI00784828;-
IPI00784830;-
IPI00784842;-
IPI00784865;-
IPI00784880;Q6PK30
IPI00784894;-
IPI00784942;-
IPI00784950;-
IPI00784969;-
IPI00784985;-
IPI00784998;-
IPI00785015;Q6ZU65
IPI00785067;-
IPI00785079;-
IPI00785084;-
IPI00785196;-
IPI00785200;-
IPI00786893;-
IPI00786937;-
IPI00786946;-
IPI00787020;-
IPI00787050;-
IPI00787083;-
IPI00787265;-
IPI00787414;-
IPI00787781;-
IPI00787853;Q9NX62
IPI00787932;A8MT65
IPI00787936;-
IPI00788189;-
IPI00788258;-
IPI00788786;-
IPI00788824;-
IPI00788835;-
IPI00789181;Q15111
IPI00789234;Q8TAG5
IPI00789245;A1A5C7
IPI00789259;-
IPI00789398;O60449
IPI00789477;-
IPI00789847;-
IPI00789954;-
IPI00790021;Q9Y2D9
IPI00790122;-
IPI00790473;-
IPI00790775;Q8IZS8
IPI00790899;-
IPI00791134;-
IPI00791228;P48058
IPI00791343;-
IPI00791479;-
IPI00791513;-
IPI00791593;-
IPI00792115;-
IPI00792229;-
IPI00792626;-
IPI00792759;-
IPI00792945;-
IPI00793166;-
IPI00793576;-
IPI00794070;-
IPI00794119;-
IPI00794184;-
IPI00794450;-
IPI00794679;-
IPI00795013;-
IPI00795055;-
IPI00795481;Q8N2G4
IPI00795918;P13591
IPI00796279;-
IPI00796647;A8MV81
IPI00796777;-
IPI00796906;-
IPI00797310;-
IPI00797694;-
IPI00797699;-
IPI00798430;-
IPI00807418;Q9NRZ9
IPI00807609;-
IPI00815786;-
IPI00815893;O14647
IPI00815926;-
IPI00815938;-
IPI00816155;Q5VWW1
IPI00816274;-
IPI00816555;-
IPI00816626;-
IPI00816737;-
IPI00816741;-
IPI00816775;-
IPI00816794;-
IPI00816799;-
IPI00827482;P01766
IPI00827485;-
IPI00827510;-
IPI00827522;-
IPI00827560;-
IPI00827580;-
IPI00827581;-
IPI00827584;-
IPI00827637;-
IPI00827650;P16070
IPI00827724;-
IPI00827745;Q9BX46
IPI00827788;-
IPI00827829;-
IPI00827839;-
IPI00827846;-
IPI00827876;-
IPI00827891;-
IPI00827892;-
IPI00827906;-
IPI00827929;-
IPI00827939;-
IPI00827940;P01764
IPI00827978;-
IPI00828037;-
IPI00828083;-
IPI00828105;-
IPI00828156;-
IPI00828191;-
IPI00828205;-
IPI00829590;-
IPI00829626;-
IPI00829640;-
IPI00829663;-
IPI00829701;-
IPI00829711;-
IPI00829740;-
IPI00829752;-
IPI00829759;-
IPI00829767;-
IPI00829810;-
IPI00829812;-
IPI00829827;-
IPI00829834;P04434
IPI00829836;-
IPI00829841;-
IPI00829877;-
IPI00829947;P06309
IPI00829980;-
IPI00830018;-
IPI00830025;-
IPI00830035;-
IPI00830044;-
IPI00830047;-
IPI00830051;-
IPI00830057;-
IPI00830107;-
IPI00830122;-
IPI00830132;-
IPI00843819;-
IPI00843910;P04066
IPI00844156;-
IPI00845229;Q70Z35
IPI00845354;-
IPI00845508;Q9P281
IPI00847179;-
IPI00847335;-
IPI00847652;Q6ZQY2
IPI00847670;-
IPI00847723;-
IPI00847759;O75064
IPI00852577;P0CG04
IPI00852633;-
IPI00852725;P16471
IPI00852758;A2A2Z9
IPI00852979;Q6ZVL6
IPI00853045;-
IPI00853073;-
IPI00853312;-
IPI00853369;O15031
IPI00853376;Q9C0F0
IPI00853400;Q5T1M5
IPI00853454;-
IPI00853516;-
IPI00853525;-
IPI00854624;P01815
IPI00854644;P01622
IPI00854667;-
IPI00854707;-
IPI00854709;-
IPI00854743;-
IPI00854745;-
IPI00854806;-
IPI00854841;-
IPI00855725;O43493
IPI00855824;-
IPI00855918;Q9HC84
IPI00856012;A6NMZ7
IPI00867509;Q9ULV4
IPI00867665;-
IPI00871139;-
IPI00871227;Q96RW7
IPI00871326;-
IPI00871533;A8MPX8
IPI00871556;-
IPI00872363;P23468
IPI00872550;-
IPI00872555;-
IPI00872739;-
IPI00872861;-
IPI00873344;P55327
IPI00873740;-
IPI00873774;-
IPI00873863;-
IPI00874023;Q6ZRF7
IPI00874156;-
IPI00877029;-
IPI00877084;Q8IYA2
IPI00877169;-
IPI00877615;-
IPI00877800;-
IPI00878436;-
IPI00878511;-
IPI00878517;-
IPI00878576;Q13822
IPI00878755;-
IPI00878962;-
IPI00879084;-
IPI00879309;-
IPI00879409;-
IPI00879575;-
IPI00879665;Q9BYH1
IPI00879842;-
IPI00879950;-
IPI00880120;Q9BUJ0
IPI00883711;-
IPI00883753;Q92823
IPI00883765;-
IPI00883772;-
IPI00883855;-
IPI00883879;-
IPI00884004;-
IPI00884080;-
IPI00884092;-
IPI00884353;P14921
IPI00884389;-
