Entry	Mass
Q96AN5	51,715
Q53GS9	65,381
Q96AH0	22,423
Q15036	52,901
Q9UMY4	18,885
Q8TF72	216,857
Q9Y343	19,818
P58005	57,291
A6NEH6	25,168
P00441	15,936
Q9Y274	38,214
Q92185	40,519
P01375	25,644
Q15047	143,157
Q8IYM1	40,748
Q11201	39,075
P01241	24,847
Q13239	31,156
P48023	31,485
Q15796	52,306
Q9BX74	22,327
Q96EQ0	33,429
P62341	22,324
Q14493	31,286
Q96H15	41,578
Q587I9	21,790
Q12872	104,822
Q9HD45	67,888
Q6ZVN7	14,085
O94991	107,486
Q68CJ6	91,132
Q9H156	95,404
Q8TAQ2	132,879
Q8WW01	18,641
Q2MJR0	42,670
O00267	121,000
Q7Z2R9	10,995
Q13501	47,687
Q5JUX0	29,207
Q9HD15	24,400
P29508	44,565
P49903	42,911
P49675	31,914
P50453	42,404
Q9NSY2	23,794
A1L4H1	165,743
Q96SJ8	27,710
Q86UF1	31,538
O75391	26,034
P30872	42,686
Q76I76	158,216
P43307	32,235
Q9H3Y6	54,507
Q8NEY3	34,751
Q9HAC7	48,462
Q7RTT5	21,591
Q7RTT4	21,859
O75558	33,196
P09132	16,156
O60284	115,155
P61266	33,245
O15400	29,816
Q6ZWJ1	61,662
Q9Y2H1	54,003
Q58G82	21,436
Q6UXZ4	105,880
P22309	59,591
M5A8F1	18,128
Q9H5J8	32,058
O75529	66,155
P59541	36,874
Q8IXX5	42,826
P0C7N4	39,065
P59536	35,896
P59544	34,558
Q96EM0	38,138
Q99576	14,810
O43493	45,880
Q96EK4	34,455
Q9UP52	88,755
Q3YBR2	44,946
Q96LM6	20,615
Q9H2D6	261,376
Q9UNN4	52,444
P09110	44,292
Q00403	34,833
Q86YL5	20,403
Q3Y452	10,472
Q15560	33,601
Q15165	39,381
O15162	35,049
A0A3B3IS91	25,527
Q8N3Z0	47,098
Q7RTY5	35,970
O43447	19,208
Q13356	58,823
Q8WYR4	35,124
Q6ZVK1	26,378
Q969I6	60,764
P09683	13,016
P48443	50,871
P21673	20,024
Q9Y6B6	22,410
Q9Y6U3	80,489
P33764	11,713
P04271	10,713
Q9HCY8	11,662
Q6NUK1	53,354
Q9BYL1	22,770
Q8N1F8	120,259
Q07699	24,707
Q96AG3	46,174
Q9UDX3	46,644
O43304	78,942
Q96KG9	89,631
Q9BYT1	47,482
P67812	20,625
Q6IEG0	39,965
B1AK76	14,245
Q9H2Y9	91,864
Q9UIG8	76,553
Q86VW0	79,348
Q8N6R1	7,431
Q13796	176,410
O15370	34,122
Q9NPB0	20,163
Q8N9S9	50,802
P58004	54,494
Q9BT81	42,197
Q9UH03	40,704
Q9P2F8	190,438
Q9H4L4	65,010
Q92540	127,282
O60292	194,610
Q6IEE8	67,096
Q9H4F1	34,201
Q16842	40,173
Q9BVH7	38,443
Q8NHX4	20,901
Q5BIV9	14,522
P81877	37,828
P48595	45,403
Q8NCJ5	49,694
Q9NQ55	53,194
Q9H040	55,134
Q86TD4	54,431
Q9NZQ3	78,960
O60687	52,972
Q8IXZ3	48,674
Q96SB4	74,325
O94768	42,344
O43805	13,596
H3BQB6	30,984
Q12846	34,180
Q06520	33,780
Q9H169	22,071
Q5VT97	133,230
O00268	110,114
Q9UGM6	40,147
Q96JH7	134,321
Q92777	62,996
Q92750	91,091
Q86V25	40,450
Q6EMK4	71,713
P27449	15,736
Q9BVJ6	87,978
Q92738	94,104
Q5TAP6	87,188
P50552	39,830
Q13336	42,528
Q6BDS2	159,485
Q9HCJ6	45,899
Q15849	101,209
Q99536	41,920
Q8TCY9	104,987
Q99437	21,406
P11684	9,994
Q9BQ65	30,268
Q9NZ43	29,371
Q8NHE4	9,184
P15498	98,314
P22415	33,538
Q9NYV7	33,986
Q13148	44,740
Q6ZMB5	45,777
Q8NFB2	40,647
P0DSN6	35,400
P0DPH7	49,960
P10599	11,737
P54274	50,246
P01135	17,006
Q8WUA7	59,121
Q13509	50,433
Q5VZQ5	21,545
P68363	50,152
A0A075B6V5	12,697
O95881	19,206
A0A0B4J240	12,852
Q9NPG3	121,520
P08670	53,652
O43379	165,954
Q14191	162,461
Q9Y3C0	21,173
Q7Z5K2	132,946
Q8TF74	46,289
A2A3N6	95,048
Q9NRZ5	44,021
Q9Y244	15,789
P0C7W0	20,715
Q86TP1	50,200
Q7Z6K3	46,405
P06401	98,981
O60809	55,211
P49683	41,121
O75832	24,428
P61289	29,506
P07988	42,117
P18577	45,560
Q96CC6	97,401
A6NFN3	33,873
Q9NVN3	58,825
O14921	19,135
Q6ZUM4	98,396
Q8N1G1	131,510
Q8WYP3	100,163
Q99578	24,668
Q9UHP6	38,592
Q08AI6	44,825
Q7Z5N4	242,112
Q9Y6X3	69,082
Q9Y3A5	28,764
Q6P5W5	68,408
O76038	32,040
Q8WVN6	27,039
P43007	55,723
Q96NL6	80,910
Q68CR1	128,567
Q9BYH1	111,782
P55017	113,139
Q9UJQ4	112,231
Q2Y0W8	122,938
P02743	25,387
Q14108	54,290
P22307	58,994
Q9NVU7	79,871
P18827	32,462
Q6IQ49	49,742
P62308	8,496
Q99470	23,026
Q9BZJ4	39,249
Q8WTU2	60,819
Q9UBC9	18,154
Q9C093	209,811
Q56A73	28,660
P50452	42,767
Q6ZRS2	343,555
P59095	25,022
Q96P15	44,099
Q8N3U4	141,326
P48594	44,854
Q86U17	46,989
Q13033	87,209
P11831	51,593
O43657	27,563
A0A1B0GVQ0	9,632
Q9UBP0	67,197
Q8WWF3	28,167
P37108	14,570
Q7RTT6	21,688
O43704	34,899
Q6IMI6	35,889
P49888	35,126
Q9NY57	47,883
Q9P246	83,971
A0A6I8PU40	16,006
A8MT33	27,397
Q15544	23,307
Q9NP81	58,283
P49590	56,888
Q8TAQ9	40,503
Q7RTR8	36,195
P50990	59,621
P21980	77,329
Q9Y242	37,184
Q9Y5Q8	59,571
A0A0B4J249	12,968
Q86UV5	119,032
A0A0C4DH59	12,518
Q8IWV8	200,538
C9JPN9	59,687
Q9NYU1	174,735
Q9H1C4	66,631
Q9H892	78,756
Q15361	103,051
Q93008	290,463
Q9BRU9	28,402
Q9BT76	33,882
P51809	24,935
B0FP48	28,385
A6NGE7	19,130
P10265	17,108
O15195	95,907
Q9H967	69,769
O94967	101,949
Q9NXL9	127,313
Q9BRJ9	28,501
Q15528	22,221
P26572	50,878
Q9P2P1	208,366
Q5TC84	51,252
Q8NH07	36,531
P0C629	34,891
O96013	64,072
A6NF01	83,015
Q9Y5H3	101,447
Q9BPV8	40,789
Q9HC56	136,064
Q96RG2	142,929
O95453	73,451
Q8N4S7	29,126
P09874	113,084
Q96A54	42,616
Q8IXQ6	96,343
Q53H96	28,663
Q7Z3E1	76,227
Q8IYB4	69,697
Q13087	58,206
Q96GM1	36,880
Q96BZ4	55,626
Q9BXR3	107,688
Q15195	10,915
Q8N4B5	30,926
O95522	54,633
Q8N443	44,015
Q14699	63,146
Q86VR2	51,396
Q6ZWK4	19,405
Q9Y644	36,424
Q9BRK0	28,261
P04090	21,043
Q8IUW5	29,340
Q00765	21,493
Q96EN9	22,599
O94762	108,858
P30050	17,819
P61587	27,368
Q9Y4L5	33,703
P56182	52,839
P10301	23,480
Q8WZA2	115,522
Q9Y365	33,049
Q86YW5	32,679
O00506	48,112
Q9NX95	72,388
A1L190	10,601
Q6PEY2	49,859
Q8IZW8	76,764
Q9BXU7	104,047
Q9H3M7	43,661
A6NIH7	28,137
A0A0B4J235	12,716
P25490	44,713
P60604	18,566
P62253	19,509
Q15386	123,923
Q9Y5T5	93,570
Q86TZ1	59,379
Q04323	33,325
Q8WU66	74,924
Q8N6N2	25,932
P55851	33,229
Q96PU4	89,985
Q9H1F0	8,943
Q96AW1	19,224
Q96IQ7	34,348
P63120	17,107
Q9UEU0	26,688
Q96J92	134,739
Q8TCI5	21,973
Q8ND90	39,761
P62191	49,185
Q96BP3	73,575
Q13371	34,282
P09923	56,812
O95758	59,690
Q15269	102,452
Q9P2N2	82,060
O00212	23,466
Q9P260	134,630
Q6NUK4	29,264
Q9NYV6	74,107
P84098	23,466
P18124	29,226
Q8N4F7	38,266
Q9Y6N7	180,930
Q96C74	26,107
Q86VE3	75,812
Q495C1	33,365
O95363	52,357
Q8TC36	43,081
P17600	74,111
P23381	53,165
Q68DE3	241,653
Q7Z7N9	23,550
Q9Y6N9	62,211
Q9Y3A2	30,447
Q5T011	378,029
Q5JRA6	213,702
P0CG34	5,229
Q7RTU1	23,309
Q9UGI8	47,996
Q9C0C2	181,796
Q8TEA7	100,679
Q9NXH9	72,234
Q8TAI1	13,402
Q9NUQ7	53,261
P0CB48	46,551
Q9Y5K5	37,607
Q92890	34,500
Q6Q795	13,358
Q96K76	157,311
O95922	48,988
Q2TAM9	23,390
Q9UMW8	43,011
O60656	59,941
Q6P3X3	96,632
O75896	12,074
P52735	101,289
Q5T230	36,439
Q8N6Y0	76,068
Q9BTP6	25,122
O15342	9,374
Q15853	36,955
Q5SQQ9	34,713
Q6UXU0	14,541
P38606	68,304
P63027	12,663
Q6UW78	10,081
Q8NI36	105,322
Q5JSH3	101,366
Q9NYS7	45,286
A8MWX3	51,595
Q96QU8	128,883
Q92889	104,486
Q9UGC7	43,600
Q16518	60,948
P23396	26,688
Q9NYV9	35,118
Q96S79	23,229
Q7Z2H8	53,076
Q8WUX1	51,457
L0R6Q1	11,133
A6NNN8	46,731
P34925	67,815
Q9NVA4	50,142
Q96F10	19,155
Q8WXD2	53,005
Q13228	52,391
Q96I15	48,149
P29034	11,117
Q96FL8	61,922
Q8N8I0	22,907
Q9NQ03	32,584
Q14160	174,915
Q9H1U9	33,672
Q8N6K7	61,237
Q8IY34	63,560
Q99500	42,250
Q9NX18	19,599
Q5SY68	11,302
O00560	32,444
Q6ICL7	36,747
P48066	70,606
Q7RTU7	21,596
O43865	58,951
Q4G0G5	10,563
Q9NY99	60,217
Q99523	92,068
Q86UG4	79,232
Q9UQ13	64,888
Q02446	81,985
O14925	21,943
Q9BWJ5	10,135
Q9ULL8	164,857
Q9H6I2	44,117
Q5TF21	103,199
Q6GMV2	47,341
Q9NSC7	68,564
O95863	29,083
Q5VZI3	37,569
Q9HAT2	58,315
A0A1B0GVZ9	26,874
O95985	96,662
Q9BSA9	55,615
P61647	44,836
Q6UE05	29,433
A0A286YF58	39,128
A0A1B0GTI8	21,340
Q5T292	11,325
Q53S58	33,760
A0A0U1RQS6	17,236
O95295	14,874
O94813	169,870
Q9H6Q3	28,585
Q16613	23,344
O14796	15,297
Q9H788	52,727
O14492	67,738
Q8WV19	17,804
Q9BX73	22,871
O15105	46,426
Q7Z4S9	19,279
A6NKC9	49,807
Q8WZ59	19,457
Q59H18	92,851
Q96K49	63,536
P55822	26,086
Q13214	83,122
Q9BWM7	35,503
Q13275	88,381
O95025	89,651
Q99963	39,285
Q9H3U7	49,674
O15041	89,228
Q499Z3	45,603
Q9H299	10,438
Q99835	86,397
Q8TD33	10,414
Q13591	120,615
Q9H3T2	99,686
P0DPA3	25,086
O95473	25,820
Q9UPX8	158,822
Q9NWH9	117,148
O94933	108,934
Q8IWL1	26,169
Q02383	65,444
A0A075B706	1,761
O15164	116,831
Q5MJ70	36,463
Q7Z5L4	19,186
Q9BRL6	32,288
P51688	56,695
Q9BPZ2	29,158
O43597	34,688
Q9UJW9	21,769
Q8NHS9	41,318
Q13103	24,338
O43610	31,222
Q5T0L3	29,150
Q9BYE4	8,158
P63272	13,193
Q05066	23,884
P22531	7,855
P09486	34,632
O15042	118,292
Q01082	274,609
Q8N4L4	34,773
P53597	36,250
Q9Y606	47,470
Q8WW59	23,129
Q8N5C6	111,776
Q9UJ98	139,034
Q9ULZ2	34,291
O95149	41,143
Q9Y5M8	29,702
Q9UKR8	26,266
P42226	94,135
Q96SI9	73,653
Q9Y2K9	131,887
O95793	63,182
Q8IWZ8	72,471
O94804	112,135
O00204	41,308
P42229	90,647
Q15831	48,636
Q86WV6	42,193
Q5TH74	36,786
P51687	60,283
Q7Z6K1	45,416
Q9H5L6	103,411
Q13428	152,106
A0A5A2	12,721
A0A075B6N3	12,929
O75462	46,302
Q92828	59,763
Q70SY1	57,415
P02741	25,039
Q13325	55,847
P43360	34,891
Q15788	156,757
Q5U5Q3	69,366
Q9BUU2	44,486
Q7Z3K6	61,437
Q504T8	49,213
Q9Y4C4	116,950
Q9GZY8	38,465
A0A087WXM9	40,829
Q8N3F8	93,441
Q14680	74,642
Q14149	107,113
Q9HBH9	51,875
Q9UHC1	163,711
Q99550	116,134
Q86YV6	44,508
Q8WY64	49,910
P12883	223,097
Q9NR99	312,150
Q05586	105,373
P19404	27,392
O96000	20,777
Q13253	25,774
Q9HC58	71,992
P25103	46,251
Q96P20	118,173
Q96L73	296,652
Q9NXX6	44,301
P19338	76,614
Q96HA8	23,680
P49593	49,831
Q9NSY0	57,803
P62136	37,512
Q6S8J7	56,166
Q8WVJ2	17,676
Q2TBC4	37,551
Q9Y2X3	59,578
P58400	50,424
P61581	8,893
Q9Y314	33,172
E9PKD4	40,105
A6NJ64	45,575
Q8N5I9	20,123
Q8NG41	13,097
Q96MI6	51,136
Q8NGP8	35,608
Q8WZ92	35,786
Q8NH85	36,708
Q9H237	52,318
Q8NGX9	35,831
Q8NGT5	35,330
Q15622	35,579
Q96SN7	28,570
Q8NH89	33,542
Q8NGI8	34,789
P04001	40,584
P0CE71	12,129
Q5SWX8	51,103
P58170	35,424
A8MZH6	14,433
A5D8V7	69,140
O95047	34,802
Q9P1Q5	34,565
O43749	34,866
P34982	35,240
Q5JQS5	35,342
Q9GZK4	35,339
O95006	35,294
Q8NGP0	34,582
Q8NH70	36,922
Q8NGE2	34,902
Q8NGB6	35,416
Q8NGJ5	35,369
Q9H2C8	36,749
Q9H1B4	45,628
Q9H341	36,669
A6NMU1	34,901
Q9H340	35,269
Q8NGT0	35,854
Q68BL7	73,054
Q9NTK5	44,744
Q9QC07	91,948
Q8WWB5	35,957
Q8TEQ8	118,699
P07225	75,123
P22103	956
Q9HB75	99,712
Q86SQ0	142,158
P51178	85,665
Q5SXH7	52,459
O43395	77,529
Q9Y3C6	18,237
Q92734	43,448
O95932	79,312
P0CG35	5,229
A0AVT1	117,970
A0A0A6YYG2	12,632
Q86XW9	36,856
Q14669	220,434
P63124	17,121
Q9Y2B5	68,956
Q7Z7D3	30,878
Q92558	61,652
P23025	31,368
A6NIX2	45,124
Q2M389	136,403
Q641Q2	147,184
Q9NQA3	47,990
O75554	42,507
Q9GZV5	44,101
P48444	57,210
P15954	7,246
P46108	33,831
Q9P218	135,830
Q9BWP8	28,665
Q8N1L1	18,115
Q9H8H2	94,087
Q8NG35	8,923
A0A096LNP1	8,156
Q5TEA3	132,287
Q6ZN54	58,710
P98082	82,448
P56178	31,540
Q9BTV6	50,575
Q9BPU6	61,421
Q7L8W6	30,307
Q86TI2	98,263
P0CG22	30,608
Q6UX65	29,766
Q5T2R2	46,261
Q9UJW3	43,583
Q9UKH3	79,016
Q15369	12,473
P60002	9,462
Q5T6L9	77,788
P41567	12,732
Q04743	28,303
Q8N9N8	19,053
P43897	35,391
Q8N428	63,074
P63092	45,665
P20827	23,787
Q5T8I3	39,308
Q4KMX7	18,795
Q5T1J6	17,173
O15540	14,889
P07148	14,208
Q8TC76	40,728
Q8N9E0	28,941
Q63HN1	61,860
Q96CD0	40,516
O95750	24,003
P02771	68,678
O75636	32,903
P09038	30,770
Q96GK7	34,596
P11487	26,887
Q6P587	24,843
Q8IWF2	77,791
Q9YNA8	74,183
Q10981	39,017
Q9NY12	22,348
O14653	24,775
Q9NVN8	65,573
O15488	55,184
Q12794	48,368
Q8NFR9	74,810
P01566	21,835
B1AKI9	52,107
P29218	30,189
P00995	8,507
P60329	11,433
P60372	40,429
Q3LI77	17,755
O75427	73,450
Q14693	98,664
Q8N6C8	47,472
Q969G2	43,124
Q96BF6	62,837
Q9H2C1	44,406
Q9HCC9	96,490
Q99705	45,963
Q8N2S1	173,435
O95868	13,691
Q6P1A2	56,035
Q9Y2E5	113,979
O43148	54,844
Q9NRX4	13,833
P04554	13,051
P28069	32,912
Q9NRZ7	43,381
Q01970	138,799
O14603	16,512
O94906	106,925
Q6UWB4	38,856
Q6P4A8	63,255
P50897	34,193
P10696	57,377
Q92620	140,503
Q9NRG1	25,674
P86478	23,262
Q9UPN7	96,724
Q6ZRT6	28,269
O60260	51,641
P16471	69,506
Q9HCS7	100,010
P01137	44,341
Q4KMP7	87,199
Q9NYW6	35,915
Q13569	46,053
Q9H5Q4	45,349
A7MCY6	67,702
Q15654	50,288
A0A584	12,743
P61077	16,687
Q712K3	27,166
Q9H307	81,628
Q6PEW0	43,832
Q9BZG2	46,090
P0DJ07	9,114
O95997	22,024
O00232	52,904
Q96NR3	101,341
Q15256	73,834
Q96N64	81,960
Q9UBK2	91,027
Q92546	42,455
Q8TAA1	22,427
Q5GAN4	17,177
Q96GF1	20,459
P36954	14,523
Q01973	104,283
P98171	105,026
Q9P2R6	172,424
O43182	105,947
Q9HBH0	23,625
O75818	41,834
A8MWD9	8,544
O14802	155,641
P08922	263,915
P60153	24,307
Q9BYD3	34,919
Q9NZE8	21,514
Q9P0J6	11,784
Q96N87	70,897
Q6P161	15,819
P61247	29,945
Q8NHG7	8,443
Q9H0W7	26,260
Q6YHU6	219,607
P53999	14,395
O95947	47,045
Q9UL52	47,696
Q5QJE6	84,469
Q92748	16,561
Q8N7C4	26,582
Q9P2M4	78,137
Q9Y6G1	10,712
Q2WGJ8	27,046
Q16635	30,203
P02585	18,122
Q8N2M4	26,398
Q9UK28	37,619
Q9BZW5	41,636
O00220	50,089
A0JD36	12,944
Q9BX84	231,708
Q86VQ6	70,683
P04437	13,438
P56705	39,052
Q5T9L3	62,253
Q9Y3S1	242,676
Q8N7K0	77,243
Q15928	55,249
Q86XU0	67,996
O95125	74,720
Q99807	24,277
Q9Y6Z7	30,705
O00458	50,269
Q96ST2	91,955
P26440	46,651
Q9P0W0	25,218
P78415	52,119
Q9Y573	65,261
B3KU38	62,248
Q12912	62,122
P78386	55,802
O00214	35,808
P60410	26,299
A0A087WSY6	12,534
P04432	12,737
O75431	29,763
Q9BTN0	66,260
P59901	55,181
Q96T17	81,965
Q8IX19	21,229
Q8N6Q8	68,213
Q9BRT3	12,403
Q96A46	39,272
Q8NCR3	36,720
Q4VC31	16,620
Q9UK23	56,073
P22033	83,134
Q14112	151,254
Q8NBZ9	25,156
Q12879	165,283
O95139	15,489
Q9BYT8	80,652
Q07444	27,100
Q15080	39,032
Q96PU5	111,932
O14513	208,537
O14495	35,116
Q494U1	66,409
Q9BZ95	161,613
Q8WV22	30,855
O95665	45,385
Q96AB6	34,677
P57740	106,374
Q496H8	17,786
Q9BQI9	31,331
Q9H7Z3	132,673
Q96G61	18,559
Q9Y5X4	44,692
Q8NGR1	36,494
Q9UBT6	98,809
Q53GL0	46,237
Q63HM9	36,313
Q99633	39,860
Q9NXH3	16,508
Q8TAE6	17,843
Q4J6C6	83,927
Q5VTA0	54,769
P20061	48,207
Q9NU19	59,081
O43435	43,133
Q96PF1	79,941
Q5VWP2	44,944
P57082	60,204
P28347	47,946
Q14CZ0	30,926
O60507	42,188
P20333	48,291
Q9BXR5	94,564
Q9NP84	13,911
Q9UIF3	49,672
Q12767	151,151
Q96MH6	37,425
A6NDI0	52,747
Q04725	79,841
Q5JTV8	66,248
Q86UE8	87,661
Q9H1B5	96,767
Q8IUR0	20,783
Q86UV6	28,547
Q9Y2L5	160,997
P98066	31,203
Q9NX07	32,499
Q96PN8	30,102
Q8NET8	90,636
O60637	28,018
H0UI37	11,268
Q8NB14	116,546
A0A0K0K1G6	13,035
A0A0B4J274	12,682
Q0WX57	59,711
A0JD32	13,278
A0A075B6X5	12,414
Q9P2U8	64,392
P27169	39,731
Q9P1Y6	178,666
Q96KN8	30,312
Q8TB68	30,930
P11117	48,344
Q5VXH5	53,627
P86480	23,262
P21246	18,942
A0A1B0GV85	56,837
Q8TA86	26,107
Q8TDE3	17,041
A6NIZ1	20,925
Q9H1E1	17,419
Q96EX2	48,965
O95602	194,811
Q9BY12	158,287
Q9H2W6	31,705
Q8N5N7	18,325
P13866	73,498
P23526	47,716
P31639	72,897
P0DJI8	13,532
P0DJI9	13,527
P53794	79,664
Q9NY91	72,456
Q9GZV3	63,204
Q8N695	66,578
P51168	72,659
P78345	31,834
O00161	23,354
Q9Y5B9	119,914
P38935	109,149
P60880	23,315
O95219	51,909
Q12884	87,713
P62841	17,040
Q9Y4G8	167,417
P47736	73,361
Q96KN7	146,682
P08708	15,550
Q5T5J6	103,222
Q99469	44,554
Q99973	290,490
Q6URK8	30,717
Q9UHP3	122,218
Q5PR19	24,634
Q8NA96	19,635
A6NL46	37,797
Q9UI72	8,249
Q9NQ76	58,419
P58181	35,535
Q9NTI5	164,667
Q92569	54,448
P53611	36,924
Q9H7Z7	41,943
Q5T9C9	44,572
O14715	198,993
Q92521	65,056
P10266	114,827
Q8WV24	45,016
O43663	71,607
Q92729	162,423
Q8WZ73	40,514
Q7Z5B4	41,092
Q9UNX3	17,256
Q13464	158,175
Q9Y2Y1	12,320
Q2M238	17,255
Q9Y2P4	70,112
Q05823	83,533
P0DH78	16,549
Q969S0	37,424
Q9NTN3	39,240
Q9NRX2	20,050
Q9GZN6	82,200
Q9BQ48	10,165
Q8IYR2	89,225
Q5JTZ9	107,340
Q9Y2B4	34,019
Q8NFU7	235,309
Q8NEK8	44,500
O95935	64,753
Q8IWB9	125,303
O15482	46,131
Q6NUS6	66,157
Q9NZ01	36,034
Q9NYB0	44,260
Q9Y4R8	91,747
Q6N022	307,957
A6NGB7	30,293
Q6GV28	25,828
O95361	63,955
P01222	15,639
P0CW01	35,101
Q8NFU3	12,530
O14817	26,118
A0A0B4J241	12,580
O14562	33,382
C9JVI0	59,630
A6NNM8	93,645
Q53H54	50,236
Q8TBZ3	62,893
P41587	49,479
P49754	98,566
Q7Z7G8	448,664
Q3MJ13	123,425
O14980	123,386
Q9UPY6	55,293
P19544	49,188
Q86XT2	27,730
O14609	18,083
Q9UQB9	35,591
I3L1E1	19,614
Q9Y534	16,786
P17927	223,663
P01601	12,730
Q2VYF4	55,921
P36776	106,489
O75019	53,275
A6NCL2	17,834
Q9BT23	14,070
O75023	64,067
Q9BW11	23,477
P13535	222,763
Q8NG92	34,570
Q9Y2G5	49,976
Q9H208	33,817
Q6DKJ4	48,392
O95158	33,065
A6NKN8	7,476
O14832	38,538
P10451	35,423
Q86V24	43,884
A6NDG6	34,006
Q7Z2D5	82,983
Q13519	20,295
Q16821	125,767
O75170	104,942
Q2M3V2	57,409
P35504	60,071
P06133	60,513
O75310	61,038
Q15572	95,213
P26640	140,476
P59540	35,523
Q96A25	28,920
P61812	47,748
O60806	48,238
Q96GX1	76,871
Q9UMR3	49,232
Q8IYR6	40,934
B6A8C7	29,474
Q13888	44,419
Q9NVR7	63,530
Q92844	47,816
A2RRL7	11,520
O60235	46,263
Q86XT9	25,724
P17752	50,985
Q9P0N9	33,972
Q9H6X4	21,586
Q8WUH6	11,748
O60220	10,998
Q6UXP3	13,608
Q5VWI1	65,660
Q16473	33,740
Q9BRN9	27,118
Q99757	18,383
Q96F44	52,774
O60858	46,988
Q96IK0	28,795
Q6F5E7	14,331
Q13114	64,490
O94972	107,906
Q8IYL2	84,629
Q969M7	21,077
O95551	40,930
Q9Y4P8	49,408
A8MPX8	71,643
O43930	31,708
P78395	57,890
Q14761	21,196
Q96KF2	5,959
Q14691	22,988
Q8TAA3	28,530
Q6ZTI6	23,610
O75677	35,491
O43566	61,447
Q8N5W9	22,882
Q8N392	74,977
Q86UR5	189,073
Q5EBL4	47,108
P50914	23,432
P46779	15,748
P62917	28,025
Q9Y2J0	76,872
O60518	124,714
Q9H9Y6	128,229
O43623	29,986
Q92834	113,387
Q9UPU9	79,415
P62280	18,431
O76094	74,606
Q9NQ39	20,120
Q9UMX1	53,947
P52630	97,916
Q9NRL3	80,596
Q07617	103,639
Q9UQ35	299,615
O43815	86,132
P62241	24,205
P62857	7,841
P62273	6,677
P62979	17,965
P41252	144,498
Q8N300	7,808
O94782	88,207
P55854	11,637
Q15573	52,676
Q9P2T0	43,444
O43548	80,778
P10636	78,928
Q15554	59,594
A0A1B0GX49	12,298
Q9BZM5	27,368
P04435	13,107
Q96S82	40,510
Q8TAA9	59,975
Q5GFL6	82,012
P55060	110,417
O43516	51,258
P56704	39,365
Q9H0M0	105,202
O95231	27,552
Q9WJR5	108,106
Q9NYT0	39,971
Q8N8Z3	24,207
Q8IV42	39,527
O14830	86,518
Q16647	57,104
O43586	47,591
Q9Y248	21,428
Q5SWL7	55,081
P15151	45,303
P31939	64,616
Q9UJV8	39,556
Q5TG30	68,908
Q5T5U3	217,462
Q9H6W3	71,086
Q96EU6	29,823
Q96AT9	24,928
P0DMR2	10,457
O43699	49,913
Q8TF17	144,777
Q9UL12	101,037
Q9BW04	63,964
Q9UKG4	69,358
Q96FQ6	11,801
Q8IZD0	45,056
Q9BXP2	96,110
B5MCN3	45,364
P40879	84,505
A6NFY7	12,806
Q7LBE3	86,988
Q8N2U9	30,478
Q8N9R8	70,399
Q96I99	46,511
O75635	42,905
Q9Y5S1	85,981
Q6UXR4	34,864
Q8IYB3	102,335
Q9BVQ7	80,710
Q96FV3	30,264
Q8NEF9	48,634
P02808	7,304
Q06330	55,637
Q86W54	23,587
Q5VSL9	95,576
Q8TE77	72,996
Q8WYL5	115,511
O60499	28,114
P49458	10,112
Q13188	56,301
Q9UEE5	46,558
Q6NZ63	28,815
Q16623	33,023
Q9UJZ1	38,534
Q93045	20,828
Q9Y3M8	124,967
Q9P2F5	102,671
Q6UWM9	60,254
P54855	61,036
P49589	85,473
Q7L0J3	82,695
Q9P2Z0	28,351
P55072	89,322
P17987	60,344
A0A1B0GUA7	18,842
Q92994	73,840
A0A599	12,565
Q6ZVD8	146,751
Q5VT98	54,784
Q16825	133,281
P43378	68,020
Q13610	55,828
Q92626	165,275
Q2TAK8	78,636
P30566	54,889
Q53QZ3	54,544
P05451	18,731
P62888	12,784
Q969S9	86,601
Q9UHV5	73,265
Q8NBT2	22,443
P46782	22,876
Q8NEE8	98,309
Q14CS0	37,077
Q12962	21,711
Q15542	86,830
P68366	49,924
Q5T1C6	27,130
Q8NA31	83,064
Q13107	108,565
O43396	32,251
A0A075B6L2	13,602
O95164	13,157
Q13488	92,968
P63119	17,107
Q502W6	145,748
Q5GH72	63,826
Q9H7M9	33,908
P56706	39,327
Q9C0D7	99,340
Q8WTX9	54,818
Q8WVZ1	34,352
Q9BRP9	15,625
Q8TAT8	10,982
P17039	71,417
P17035	83,658
Q96CK0	67,235
P52739	71,422
Q8TF32	67,217
P52740	80,623
Q86XI8	70,073
P59923	118,963
O60481	50,569
Q13398	64,535
Q9NWS9	48,957
Q8NAM6	48,957
Q96M27	46,701
P23942	39,186
P67775	35,594
H3BUK9	61,708
Q9UKL6	24,843
Q8NE79	41,451
P62714	35,575
Q9H8P0	36,521
O14829	75,792
Q12972	38,479
P0DPQ3	21,866
P48634	228,863
D3DTV9	10,428
O43242	60,978
Q03393	16,386
Q13200	100,200
Q14671	126,473
Q9BRX8	25,764
P61026	22,541
Q14498	59,380
O75679	35,386
A8MT19	65,945
P48378	79,987
Q6ZRI8	61,664
P13489	49,973
Q96FS4	112,149
Q14690	208,701
Q9UGT4	90,208
O60279	68,021
Q16143	14,288
P30408	21,632
P22105	458,388
Q8NA69	57,331
Q9H347	70,841
Q8N806	47,999
Q6ZT98	102,999
P26368	53,501
A0A075B6T8	12,354
A2RUC4	36,548
Q6ZVT0	75,042
Q9BZ98	10,490
Q6NUM6	76,946
Q93097	43,770
Q9H0D6	108,582
Q8NBI6	43,807
Q9HCJ5	133,470
Q8IY57	19,901
